exam_file,id,stem,option_A,option_B,option_C,option_D,correct_option
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-099,کدام اقدام صحیح است؟ (ویلیامز) بیمار ۳۲ ساله GIPILI بعلت ادامه خونریزی واژینال بعد از زایمان مراجعه کرده، بیمار فرزند ۶ماهه ماحصل زایمان طبیعی دارد. در معاینه رحم در حد ۶ هفته و نرم به دست می‌خورد و توده بنفش رنگ ۱ سانتی‌متری نیز در لترال راست واژن مشهود است. B-HCG در حد 187000 mIU/mL گزارش شده و در سونوگرافی توده ۴-۳ سانتی‌متر وسکولار داخل رحم دارد. الف) بیوپسی از توده واژینال جهت بررسی پاتولوژی,null,شیمی درمانی با متوتروکسات,کورتاز رحم و شیمی درمانی,شیمی درمانی ترکیبی,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-100,کدام مورد در ادامه زندگی این نوزاد دیده می‌شود؟ (ویلیامز) نوزاد دختر با کوآرکتاسیون آئورت، کلیه نعل اسبی و لنف ادم مادرزادی متولد شده است. الف) عقب ماندگی ذهنی,null,اختلال رشد,بلوغ زودرس,تأخیر تکامل زبانی,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-102,خانم ۳۲ ساله با سن بارداری ۳۱ هفته با شکایت سردردهای میگرنی، تحت درمان دارویی است. کدام یک از داروهای زیر باید قطع شود؟ (ویلیامز) الف) NSAIDs,null,Triptans,Ondansetron,Metoclopramide,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-103,در هنگام زایمان ابزاری کدام مورد زیر توصیه می‌شود؟ (ویلیامز) الف) تخلیه مثانه,null,اپیزیوتومی دوطرفه,تجویز آنتی‌بیوتیک پروفیلاکتیک,زور زدن مادر در هنگام کرائینگ سر,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-105,خانم ۳۲ ساله که ۳ روز قبل زایمان طبیعی نموده با درد گهگاهی هیپوگاستر مراجعه می‌کند. علائم ادراری، تهوع و استفراغ ندارد. از ۱۲ ساعت قبل از زایمان کیسه آب پاره بوده است. در معاینه علائم حیاتی نرمال است. فوندوس در حد ۱۶ هفته با قوام سفت و خونریزی در حد طبیعی می‌باشد و رحم تندرنس واضحی ندارد. در معاینه سرویکس ۱ Finger است و معاینه سیستمیک SG مثبتی ندارد. کدام اقدام در این بیمار صحیح می‌باشد؟ (ویلیامز) الف) تجویز متیل ارگونوین,null,تجویز آنتی‌بیوتیک خوراکی,سونوگرافی برای رد بقایای جفتی,اقدام خاصی نیاز ندارد,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-106,خانم ۲۸ ساله با سن بارداری ۸ هفته مراجعه کرده است. بیمار سابقه نارسایی کلیه دارد و تحت درمان با دیالیز صفاقی ۳ بار در هفته است. پس از مشاوره با بیمار، او خواهان ادامه بارداری است. کدامیک از موارد زیر توصیه می‌شود؟ (ویلیامز) الف) افزایش دفعات دیالیز به ۵ بار در هفته,null,شروع رژیم غذایی کمپروتئین,تبدیل دیالیز صفاقی به همودیالیز,تجویز مولتی ویتامین با نصف دوز,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-107,خانم باردار ۲۰ هفته با درد شکم مراجعه و با تشخیص آپاندیسیت حاد کاندید لاپاروسکوپی می‌باشد. کدام جمله در مورد نحوه انجام لاپاروسکوپی در این بیمار صحیح است؟ (ویلیامز) الف) مادر در وضعیت نیمه به پهلو بخوابد.,null,فشار داخل شکم در حد ۲۰ میلی‌متر جیوه حفظ شود.,ورود تروکار از LUQ انجام شود.,به منظور دید بهتر تخلیه روده انجام شود.,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-117,پیشگیری از چسبندگی مجدد در خانمی ۳۵ ساله با سابقه ۳ بار سقط که به علت آشرمن و وجود باندهای چسبندگی شدید و آمنوره تحت عمل هیستروسکوپی قرار گرفته است، کدامیک از روش‌های زیر برای پیشگیری از چسبندگی مجدد توصیه می‌شود؟ * الف) OCP,null,هورمون درمانی با IUD میرنا,اسید هیالورونیک,هورمون درمانی,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-118,درمان عفونت کلامیدیایی خانمی ۳۰ ساله با سن حاملگی ۲۵ هفته به دلیل آرتریت واکنشی، اورتریت و سرویسیت موکوسی-چرکی مراجعه کرده است. تست تقویت اسید نوکلئیک در نمونه اولین قسمت ادرار مثبت است. درمان مناسب کدام است؟ * الف) آزیترومایسین,null,داکسی سایکلین,اریترومایسین استولات,سیپروفلوکساسین,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-119,اقدام درمانی برای CIN 1 خانم ۴۵ ساله نولی‌گراوید برای اولین بار Co-test انجام می‌دهد. HPV 16 مثبت و پاپ اسمیر نرمال است. کولپوسکوپی رضایت‌بخش بوده و در بیوپسی، سلول‌های نابالغ و میتوز در یک سوم تحتانی اپیتلیوم گزارش می‌شود. اقدام بعدی کدام است؟ * الف) LEEP,null,Cold Knife Conization,Co-test سال آینده,غربالگری روتین,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-126,کمک کننده در برنامه‌ریزی درمان پرولاپس خانم ۶۹ ساله به دلیل stage IV پرولاپس از ۱ سال قبل و سابقه بیماری قلبی و تمایل به درمان کنسرواتیو، کاندید جراحی کولپوکلایزیس می‌باشد. تست‌های غربالگری را تاکنون کامل انجام داده است. در سونوگرافی همراه ضخامت آندومتر ۱۰ میلی‌متر گزارش شده است. کدام مورد در برنامه‌ریزی درمانی این بیمار کمک کننده است؟ * الف) پاپ اسمیر,null,MRI,D&C در زمان جراحی کلپوکلایزیس,سونوگرافی ترانس واژینال,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-127,اقدام ارجح برای AGC-NOS خانم ۳۹ ساله با سابقه یک نوبت سزارین به دلیل خونریزی بعد از نزدیکی مراجعه کرده است. در سیتولوژی AGC-NOS (Atypical Glandular Cells-Non Otherwise Specified) گزارش شده است. اقدام ارجح کدام است؟ * الف) انجام تست HPV,null,کولپوسکوپی و همزمان تست HPV,کورتاژ اندوسرویکال به همراه کولپوسکوپی,کورتاژ آندومتر اندوسرویکس و کولپوسکوپی,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-128,نوزاد ترم بعد از تولد HR: 110 دارد و علیرغم اقدامات اولیه احیاء شامل گرم کردن، خشک کردن و تحریک کردن همچنان تنفس دشوار دارد. اقدام بعدی کدام است؟ الف) انتوباسیون,null,تهویه با فشار مثبت,مدنظر قرار دادن CPAP,ادامه خشک کردن و پاک کردن ترشحات,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-130,بیمار خانم باردار ۳۳ ساله با سن بارداری ۱۹ هفته و سابقه یک نوبت سزارین و یک نوبت کورتاژ تخلیه‌ای مراجعه کرده است. سابقه بیماری خاصی ندارد. در سونوگرافی آنومالی، جفت پرویا گزارش شده است و در بررسی اکتروکاردیوگرافی (ECG) آنومالی مشاهده نمی‌شود. در حال حاضر خونریزی واژینال ندارد. با توجه به موقعیت فعلی جفت، تکرار اولین سونوگرافی بعدی در چه سنی از بارداری توصیه می‌شود؟ الف) ۲۴ هفتگی,null,۲۸ هفتگی,۲۲ هفتگی,۳۶ هفتگی,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-133,یکی از یافته‌های آزمایشگاهی زیر با احتمال بروز Superimposed preeclampsia همراه است؟ الف) افزایش هورمون گنادوتروپین جفتی انسانی (hCG),null,افزایش PAPP-A,کاهش sFlt-1,کاهش PlGF,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-134,بیمار خانم ۳۲ ساله با سابقه ۳ نوبت سقط زیر ۱۰ هفته جهت مشاوره قبل از بارداری مراجعه کرده است؛ در بررسی‌های انجام شده Anticardiolipin IgG بالا گزارش شده است و بیمار سابقه ترومبو آمبولیسم ندارد. اقدام مناسب بعدی کدام است؟ الف) تکرار تست ۱۲ هفته بعد,null,شروع آسپرین بلافاصله,شروع آسپیرین به محض تست مثبت بارداری,شروع LMWH با رویت حاملگی داخل رحمی,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-186,خانم PA ساله، G2L2، چهار ساعت پس از زایمان طبیعی دفع ادرار نداشته است. وزن نوزاد ۴ کیلوگرم بوده. سابقه بیماری خاصی ندارد. اولین اقدام مناسب کدام است؟ - الف) سونوگرافی جهت تعیین حجم ادرار باقیمانده,null,قرار دادن کاتتر برای ۲۴ ساعت در اسرع وقت,معاینه از نظر هماتوم پرینه و واژینال,تخلیه مثانه با کاتتر و تحت نظر گرفتن,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-188,خانم ۵۹ ساله با تشخیص کانسر آندومتر نوع آندومترویید، Early Stage مراجعه کرده است. گزینه صحیح کدام است؟ - الف) هیسترکتومی و مرحله‌بندی,null,هیسترکتومی و برداشتن تخمدان‌ها و مرحله‌بندی,درمان دارویی با پروژسترون,هیسترکتومی و بیوپسی از تخمدان‌ها و مرحله‌بندی,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-192,خانمی به دنبال ترمیم اپیزیوتومی دچار عفونت محل پرینه شده است. کدام یک از آنتی‌بیوتیک‌های زیر را تجویز می‌کنید؟ - الف) سفالوسپورین,null,سفالوسپورین + مترونیدازول,کلیندامایسین,کلیندامایسین + جنتامایسین,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-193,در کدام یک از موارد، حاملگی با پرزنتاسیون بریچ ترجیحاً سزارین انجام شود؟ - الف) وزن جنین حدود ۲۵۰۰ گرم,null,پلی هیدرآمنیوس,وزن جنین ۲۳۰۰ گرم,پرزنتاسیون بریچ کامل,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-195,خانم باردار با بی‌اختیاری مدفوعی/مقعدی تحت معاینه پری‌آنال قرار می‌گیرد. در معاینه dovetail sign وجود دارد. این علامت دلالت بر کدام آسیب زیر دارد؟ - الف) آسیب عصب پودندال,null,گسیختگی اسفنکتر داخلی,پارگی اسفنکتر خارجی آنال,پارگی اسفنکتر داخلی آنال,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-196,- شاخه Sl ly شریان رحمی چه نام دارد؟ - الف) شریان مدیال,null,شریان اینفریور رکتال,شریان اینترنال پودندال,شریان آزیگوس واژن,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-197,اولین اقدام پس از پارگی مخاط واژن حین عمل اسلینگ - خانمی ۶۴ ساله با شکایت از stress urinary incontinence تحت عمل اسلینگ میداور ترال ترانساوبتراتور (TOT) قرار می‌گیرد. حین عمل پس از گذاشتن مش متوجه پارگی در مخاط واژن می‌شویم. اولین اقدام کدام است؟ - الف) TOT for تبدیل به مینی اسلینگ,null,تبدیل عمل POS به TOT,عبور تروکار از Glad عمیق‌تر در دیواره واژن,ادامه جراحی و ترمیم پارگی مخاط واژن,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-199,نیاز به بررسی یورودینامیک قبل از جراحی بی‌اختیاری ادرار - خانمی ۵۰ ساله با شکایت بی‌اختیاری ادرار Cael po نموده است. در چه صورت نیاز به بررسی یورودینامیک قبل از اقدام به جراحی می‌باشد؟ - الف) بی‌اختیاری ادراری مختلط با ارجحیت استرس,null,باقیمانده ادرار ۲۰۰ سیسی,تست سرفه مثبت در معاینه,پرولاپس ارگان لگنی مرحله ۱,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-200,بهترین برش روی رحم در شرایط جنین بزرگ با وضعیت عرضی - خانمی ۲۴ ساله، بارداری اول، با پارگی کیسه آب از ۸ ساعت قبل. در سونوگرافی، جنین با وزن حدود ۴۸۰۰ گرم و وضعیت عرضی گزارش شده است. در معاینه، impacted shoulder دارد. بهترین برش روی رحم در این شرایط کدام است؟ - الف) Low segment,null,Classical cesarean,J-shape,T-shape,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-201,احتمال آنیوپلوئیدی در نقص بالشتک اندوکاردی - در آنومالی اسکن خانم باردار ۳۰ ساله‌ای که غربالگری آنیوپلوئیدی سه ماهه اول انجام نداده است، احتمال ناهنجاری قلبی مطرح و بدنبال آن اکوکاردیوگرافی جنین endocardial cushion defect گزارش شده است. احتمال کدام یک از آنیوپلوئیدی‌های ذیل بیشتر مطرح است؟ - الف) تریزومی ۲۱,null,تریزومی ۱۳,تریزومی ۱۸,تریزومی X,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-202,داروی توصیه‌شده برای تیروئیدیت پست‌پارتوم - خانمی ۳ ماه پس از زایمان به علت تپش قلب و خستگی مفرط که به طور ناگهانی شروع شده، مراجعه کرده و مشخص شده که دچار تیروئیدیت پست‌پارتوم شده است. تجویز کدام دارو توصیه می‌شود؟ - الف) متی‌مازول,null,ید رادیواکتیو,پروپیل‌تیو‌یوراسیل,پروپرانولول,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-203,اقدام موثر در پیشگیری از زایمان زودرس در بارداری‌های دوقلویی - کدامیک از موارد زیر در پیشگیری از زایمان زودرس در بارداری‌های دوقلویی موثر بوده است؟ - الف) استراحت در بستر,null,تزریق هفتگی 17-OHPC (هیدروکسی پروژسترون کاپروات),تجویز پروفیلاکتیک توکولیتیک‌ها,سرکلاژ براساس وضعیت سرویکس,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-204,خانم بارداری که اندازه رحم حدود PA هفته بارداری است در ICU دچار ایست قلبی ناگهانی شده است. اقدام درست چیست؟ الف) انتقال به اتاق عمل در حین انجام عملیات احیا,null,سزارین پس از ۴ دقیقه از عملیات احیای ناموفق,فشار بر قفسه سینه به میزان حداقل ۱۲۰ بار در دقیقه,یک بار تنفس به ازای هر ۲۰ ماساژ قلبی,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-205,"خانم باردار ۳۴ هفته با شکایت بی‌حالی و تهوع، استفراغ مکرر که از روز قبل شروع شده، مراجعه کرده است. در معاینه فشارخون نرمال و اسکلرا ایکتریک است. آزمایشات به شرح زیر می‌باشد. کدام بیماری بیشتر مطرح است؟ AST = 810 U/L, BS = 68 mg/dL, WBC = 13000 الف) سندروم HELLP",null,کبد چرب غیر الکلی,هپاتیت ویروسی,کبد چرب بارداری,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-206,خانمی ۵۰ ساله مبتلا به سندرم ترنر قصد بارداری دارد و جهت مشاوره قبل بارداری نزد شما آمده است. توضیحات شما در مورد بارداری در ترنر چیست؟ الف) تفاوتی در میزان کلستاز با افراد عادی ندارد.,null,در صورت بارداری میزان سزارین در این افراد بیشتر است.,تفاوتی در میزان پره اکلامپسی و دیابت با افراد عادی ندارد.,این افراد در بارداری بیشتر مستعد نارسایی دریچه سه‌لتی هستند.,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-207,خانمی ۳۰ ساله با بارداری خارج از رحم dita قبل یک دوز متوترکسات دریافت کردند. به دلیل افت مناسب سطح hCG کاندید دریافت دوز دوم می‌باشند. قبل از تجویز دوز دوم چه اقداماتی لازم است؟ الف) نیاز به اقدام خاصی ندارد.,null,چک تست‌های کبدی، کلیوی و CBC,دوز دوم ۱۰۰ میلی‌گرم بر متر مربع سطح بدن,تجویز اسید فولیک لازم است.,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-210,خانم ۲۷ ساله G1D1 در هفته ۳۶ حاملگی با سونوگرافی دال بر بزرگی طحال (حدود +2F بیشتر از نرمال) و کبد نرمال مراجعه کرده است. اقدام بعدی کدام است؟ الف) بررسی از نظر عفونت‌ها مانند مالاریا,null,بررسی از نظر فشار ورید پورتال,بررسی از نظر آنمی,این وضعیت طبیعی است و نیاز به بررسی ندارد,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-211,خانم ۲۱ ساله در فاز دوم زایمانی دچار deceleration مکرر می‌شد. اقدام اولیه صحیح کدام است؟ الف) سزارین,null,قرار دادن مادر در وضعیت lateral decubitus,تجویز مایعات,تجویز توکولیتیک,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-212,وضعیت mentum posterior در مرحله دوم زایمان خانم ۶۵ ساله‌ای در مرحله II زایمان با وضعیت mentum posterior و وزن تخمینی جنین ۳۵۰۰ گرم مواجه هستیم. اقدام صحیح کدام است؟ * الف) اقدام به سزارین,null,زایمان واژینال بدون دستکاری,زایمان واژینال با کمک فورسپس,انجام external rotation,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-213,ادامه درمان آتروفی واژن با کرم استروژن خانم یائسه‌ای به مدت ۶ ماه از کرم استروژن واژینال برای آتروفی واژن استفاده کرده است. برای ادامه درمان چه اقدامی لازم است؟ * الف) اضافه کردن پروژستین به درمان,null,بررسی آندومتر لازم است,می‌تواند درمان را بدون اقدامی ادامه دهد,سطح استروژن خون اندازه‌گیری شود,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-214,آمادگی قبل از هیسترکتومی شکمی خانم ۵۰ ساله‌ای کاندید هیسترکتومی شکمی به دلیل میوم ۱۰ سانتی‌متری و خونریزی است. چه اقدامی پیش از عمل می‌تواند به تسهیل جراحی کمک کند؟ * الف) مصرف OCP مداوم + آهن,null,استفاده از TUD میرنا,مصرف مدروکسی پروژسترون پیش از عمل,تجویز GnRH agonist پیش از عمل,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-215,درمان عفونت حاد توکسوپلاسموز در بارداری خانمی با بارداری ۱۹ هفته، علائم شبیه آنفولانزا و لنفادنوپاتی مراجعه کرده و تشخیص عفونت حاد توکسوپلاسموز داده شده است. درمان ارجح کدام است؟ * الف) اسپیرامایسین و آزیترومایسین,null,پیریمیتامین و سولفادیازین و اسیدفولینیک,اسپیرامایسین و سولفادیازین و آهن,اسپیرامایسین و آزیترومایسین,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-219,مدیریت هماتوم ولو پس از زایمان خانم ۲۲ ساله‌ای بلافاصله بعد از زایمان دچار هماتوم ۱۵ سانتی‌متری در ناحیه ولو شده است. اقدام مناسب کدام است؟ * الف) جراحی و تخلیه هماتوم,null,کمپرس سرد و مسکن,آنتی‌بیوتیک و پانسمان فشاری,کارگذاری کتتر تحت گاید سونوگرافی,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-220,یافته‌های آزمایشگاهی یک روز پس از زایمان در بررسی آزمایشات یک روز بعد از زایمان، WBC: 22000، Hb: 11.2، PLT: 460000 گزارش شده است. اقدام شما چیست؟ * الف) مشاوره هماتولوژی جهت رد بدخیمی خونی,null,مشاوره عفونی,تهیه لام خون محیطی,پس از زایمان این یافته‌ها طبیعی است,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-221,مدیریت بارداری با وازوپرویا و سرویکس کوتاه خانمی باردار در هفته ۳۴ بارداری، با سونوگرافی واژینال که عروق جنینی در پرده‌ها و سرویکس کوتاه را نشان می‌دهد، مراجعه کرده است. کدام یک از موارد زیر در مورد مدیریت این بیمار صحیح است؟ * الف) استراحت مطلق در بستر,null,بستری کردن بیمار و تجویز بتامتازون,سزارین الکتیو در ۳۸ هفتگی,توصیه به کلامپ کردن تأخیری بند ناف,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-222,تکمیل غربالگری آنوپلوئیدی در بارداری با سابقه فرزند داون خانمی باردار ۳۲ ساله با سابقه یک فرزند مبتلا به داون، در هفته ۱۵ بارداری جهت مشاوره غربالگری مراجعه کرده است. سونوگرافی NT نرمال بوده و غربالگری مرحله اول ۱/۶۰ گزارش شده است. کدام یک از موارد زیر جهت تکمیل غربالگری توصیه می‌شود؟ * الف) Cell free DNA (غربالگری یکپارچه),null,Integrated test (غربالگری یکپارچه),Sequential (غربالگری متوالی),Contingent (غربالگری مداوم مبتنی بر احتمال),
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-223,مدیریت نقص کامل ضخامت دیواره شکم جنین در سونوگرافی آنومالی، نقص کامل ضخامت دیواره شکم جنین مشاهده شده و روده‌ها داخل آمنیون شناور هستند. کدام یک از موارد زیر در مورد تشخیص و مدیریت این نقص جنینی صحیح است؟ * الف) در سه ماهه اول قابل تشخیص نبوده است,null,در مادران مسن‌تر دیده می‌شود,قویاً آمنیوسنتز توصیه می‌شود,سریال سونوگرافی جهت رشد جنین توصیه می‌شود,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-245,خانم ۴۰ ساله به دلیل SCC سرویکس تحت جراحی رادیکال هیسترکتومی تیپ II قرار گرفته است. روز سوم بعد از عمل که فولی خارج شده است، در ۲ بار بررسی حجم ادرار دفع شده 200cc و حجم ادرار باقیمانده 60cc بوده است. اقدام مناسب جهت این بیمار کدام است؟ - الف) مرخص کردن بیمار بدون فولی کاتتر,null,فیکس کردن کاتتر فولی برای یک هفته آینده,استفاده از کاتتر توسط بیمار,تجویز دارو جهت کمک به تخلیه مثانه,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-246,خانم بارداری ۱۰ هفته با شکایت لکه‌بینی مراجعه نموده است. در پاپ اسمیر سه هفته قبل Fragile گزارش شده است. در معاینه توده کوچک پولیپ شکل، قرمز و شکننده در دهانه سرویکس دیده می‌شود. اقدام صحیح چیست؟ - الف) برداشتن توده سرویکس با رینگ فورسپس در مطب,null,برداشتن توده سرویکس با کوتر در اتاق عمل,بررسی بیشتر بیمار با انجام ECC,فالوآپ و بررسی ۴ هفته بعد,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-278,خانمی با پرزانتاسیون بریچ در حال زایمان است. پشت جنین به سمت سمفیز نچرخیده است. پزشک با استفاده از دو انگشت یک دست خود، شانه‌های جنین را که پشت وی به سمت پایین است از زیر می‌گیرد و با استفاده از دست دیگر خود پاهای جنین را روی شکم مادر به سمت بالا می‌کشد. کدام مانور در این فرد انجام شده است؟ * الف) مانور تعدیل شده پراگ,null,مانور براخت,مانور زاوانلی,مانور مک‌رابرتز,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-297,خانمی باردار بدلیل پتوز، دوبینی و احساس ضعف عضلات صورت توام با دشواری در صحبت کردن و بلع مراجعه کرده است. اولین خط درمان کدام است؟ - الف) متیل پردنیزولون وریدی,null,پیریدوستیگمین خوراکی,دوز بالای IVIG,تعویض پلاسما,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-298,۱- خانمی بدلیل متریت پس از سزارین بستری و تحت درمان با آنتی‌بیوتیک وریدی قرار گرفته و از ۲۴ ساعت قبل تب وی قطع شده است. جهت ادامه درمان کدام گزینه صحیح است؟ - الف) ادامه آنتی‌بیوتیک وریدی تا ۲۴ ساعت,null,Sign out و تحت نظر تا ۲۴ ساعت,ترخیص با ادامه آنتی‌بیوتیک خوراکی,ترخیص بدون نیاز به درمان آنتی‌بیوتیک,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-299,"خانمی ۳۰ ساله که ۲ روز قبل زایمان کرده است را ویزیت می‌کنیم. در معاینه شکم نرم و رحم جمع بوده و خون‌ریزی فعال ندارد. ملتحمه مختصری Pale است اما بیمار هیچگونه شکایتی ندارد. در آزمایشات: Hb=7g/dL, HCT=22%, PLT=130,000. علائم حیاتی بیمار به شرح زیر است: BP=100/60, PR=86. برای این بیمار درمان مناسب کدام است؟ - الف) تزریق یک واحد پک سل",null,آهن تزریقی,آهن خوراکی,اریتروپویتین نوترکیب,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-300,"خانمی ۳۰ ساله با شکایت از نداشتن شیر مراجعه کرده است. ۲۰ روز قبل زایمان سخت و خونریزی شدید را ذکر می‌کند. در آزمایشات انجام شده PLT=240,000, FBS=62mg/dL, TSH=2.8ng/mL گزارش شده است. علائم حیاتی به شرح زیر است: BP=80/50 mmHg, PR=120/min. کدامیک از اقدامات زیر بایستی در اسرع وقت انجام شود؟ - الف) ارزیابی عملکرد آدرنال",null,ارزیابی پرولاکتین,تجویز هورمون‌های تیروئید,تجویز استروژن و پروژسترون,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-301,خانمی ۳۰ ساله پرایمی‌گراوید با حاملگی ۳۲ هفته به علت ضایعات پوستی خارش‌دار که از یک ماه قبل شروع شده مراجعه نموده است. در معاینه پلاک‌های کهیری اریتماتو در شکم و اطراف ناف و روی هر دو دست مشاهده می‌شود که در برخی نواحی با تاول همراه است. بیمار اظهار می‌دارد که با مصرف کورتون موضعی و آنتی‌هیستامین خوراکی اصلاً بهبودی نداشته است. درمان مناسب کدام است؟ - الف) پردنیزولون خوراکی,null,پلاسمافرز,سیکلوسپورین,اینفلیکسیماب,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-313,شب گذشته جنینی ۲۸ هفته به ظاهر سالم و فاقد ضربان قلب متولد شده است. جهت ارزیابی علت stillbirth، کدامیک از اقدامات زیر ارجح است؟ * الف) karyotype,null,chromosomal micro array,QF-PCR,whole exome sequencing,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-314,خانم ۲۵ ساله، بدون بیماری زمینه‌ای و با فشار خون نرمال، کاندید آنالژزی اپیدورال می‌باشد. وی به دنبال تزریق داروی بی‌حس کننده موضعی دچار تشنج و کاهش سطح هوشیاری می‌شود. پس از انجام اقدامات اولیه، بهترین داروی تجویز شده کدام است؟ * الف) سولفات منیزیوم,null,میدازولام,آلپرازولام,اینترالیپید,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-315,بیمار خانم ۳۰ ساله، Gravida 1، بعد از زایمان واژینال به علت ناتوانی در ادرار کردن، سوند فولی به مدت ۲۴ ساعت داشته است. پس از خارج کردن سوند در عرض ۴ ساعت نتوانسته ادرار کند. رزیدوی ادراری در سونوگرافی ۳۰۰ میلی‌لیتر بوده و پس از ۲۴ ساعت جاگذاری مجدد سوند و ارزیابی مجدد، بیمار برای بار دوم نیز توانایی ادرار کردن ندارد. توصیه بعدی چیست؟ * الف) نگهداری کاتتر به مدت ۲۴ ساعت دیگر,null,تجویز آنتی‌بیوتیک,کاتتریزاسیون مجدد برای یک هفته,کاتتریزاسیون مجدد به مدت ۱۲ ساعت,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-316,خانمی با بارداری ۳۴ هفته و bipolar disorder، با سابقه بستری در بخش روانپزشکی به دلیل افکار خودکشی، که در حال حاضر تحت درمان با لیتیوم می‌باشد، جهت مشاوره ارجاع داده شده است. توصیه صحیح کدام است؟ * الف) ختم بارداری,null,اکوکاردیوگرافی قلب جنین,Cell free DNA,مراقبت روتین بارداری,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-354,خانم ۳۶ ساله G2L1 با بارداری ۳۶ هفته و سونوگرافی مبنی بر IUGR مراجعه کرده است. در حال حاضر برای بررسی علت مرگ جنین، فقط امکان کاریوتایپ جنین به صورت Conventional در دسترس است. کدام نمونه سلولی برای بررسی مناسب‌تر است؟ - الف) بند ناف,null,مایع آمنیون با آمنیوسنتز,سلول جفت در محل اتصال ناف,نمونه بافتی جنین,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-355,خانم ۴۵ ساله G2P1A1 به دنبال سقط غیر قانونی هفته گذشته با ترشحات واژینال چرکی مراجعه کرده است. تب ندارد. لکوسیتوز 23000 و تندرنس رحمی دارد. در imaging هوا در دیواره رحم گزارش شده است. مناسب‌ترین اقدام کدام است؟ - الف) کورتاژ,null,لاپاروتومی,آنتی‌بیوتیک تزریقی و تحت نظر,هیستروسکوپی,
